代理商 (Division),客户,客户名称,渠道分类,客户分类,RMB,RMB,RMB,RMB,RMB,RMB,RMB,RMB,RMB,RMB,RMB,毛销售 (Gross Sales),毛销售 (Gross Sales),毛销售 (Gross Sales),毛销售 (Gross Sales),毛销售 (Gross Sales)
瑞安铭旺,9100407045,温州湖岭优乐购超市,小型超级市场,Non-KA,"1,596.20","3,006.73","1,966.05",812.52,"3,495.14","5,539.76","2,980.35","8,379.03","1,212.56","3,188.28","5,002.20","6,674.24","3,844.87","4,760.47",,"52,458.40"
瑞安铭旺,9100407046,温州旭日文体,药店及日用品商店,Non-KA,,,,,,320.70,,,,,,,,,,320.70
瑞安铭旺,9100408643,温州莘塍东新工业区家福超市,小型超级市场,Non-KA,897.12,638.80,161.77,234.56,,82.12,,,,,71.44,,,,,"2,085.81"
瑞安铭旺,9100410778,温州马屿青桥食品经营部,食杂店,Non-KA,,188.72,,,,,,,158.90,,,,,,71.44,419.06
瑞安铭旺,9100410779,温州瑞安天成小区欧德龙超市,食杂店,Non-KA,,,230.34,58.64,,,,,,,,,,,,288.98
瑞安铭旺,9100410789,温州农贸市场1257号李秀梅,批发商,WS,,,,,,,,"1,358.16",,"6,569.60",,,,,,"7,927.76"
瑞安铭旺,9100411151,温州文成珊溪好日子超市,小型超级市场,Non-KA,545.28,"1,589.71",556.10,"1,512.01","3,757.32",771.74,"2,216.02","5,148.73",756.56,"3,687.14",816.22,581.43,"3,235.20",234.56,,"25,408.02"
瑞安铭旺,9100411430,温州场桥上叶路永国副食品,食杂店,Non-KA,71.44,,,71.44,,161.93,,71.44,,,,65.49,,,,441.74
瑞安铭旺,9100411696,温州云周少埠家乐超市,食杂店,Non-KA,,,,,,,,"2,238.56",,,,65.49,,,,"2,304.05"
瑞安铭旺,9100412025,温州下埠万客佳超市,食杂店,Non-KA,317.80,,,,,,276.18,,,,,,,,,593.98
瑞安铭旺,9100413230,马屿垟下村 世纪华联 X,食杂店,Non-KA,144.24,241.02,,,158.90,,,,,,,154.24,432.72,71.44,,"1,202.56"
瑞安铭旺,9100413345,杭州唯江贸易有限公司,批发商,WS,,"38,959.71","52,094.66","71,048.48","52,258.93","50,532.16",,"86,777.94","30,016.88","48,403.84","50,034.14","20,016.59","4,983.94","30,177.87",,"535,305.14"
瑞安铭旺,9100413918,温州海安世纪华联超市郎学燕,食杂店,Non-KA,,"1,085.26",,,144.24,,,,,,,,,,,"1,229.50"
瑞安铭旺,9100416337,温州马屿金马便利店,食杂店,Non-KA,,,,,,,,,,,,656.54,,,,656.54
瑞安铭旺,9100416338,温州碧山渡头村世纪华联,食杂店,Non-KA,,,,,,,,,158.90,,,,,,,158.90
瑞安铭旺,9100417513,温州上望光利批发,食杂店,Non-KA,,,,,,,,,,,317.80,,,,,317.80
瑞安铭旺,9100418675,温州阁巷世纪华联（渊洋超市）,食杂店,Non-KA,,169.58,768.46,276.18,,320.04,,,,,158.90,71.44,144.24,,,"1,908.84"
瑞安铭旺,9100419130,温州马屿苏兰糖果店,食杂店,Non-KA,,,,230.34,,45.58,,,,,,,,71.44,,347.36
瑞安铭旺,9100419131,温州云周十八江依婷便利店,食杂店,Non-KA,,,158.90,,230.34,,,311.30,,230.34,71.44,79.45,,,,"1,081.77"
瑞安铭旺,9100419132,温州飞云云霞家园联顺超市,食杂店,Non-KA,389.24,317.80,,550.09,,,,,,,,,,,,"1,257.13"
瑞安铭旺,9100419133,温州莘塍星火街35号,食杂店,Non-KA,,,158.90,,,,,,,,158.90,,,,,317.80
瑞安铭旺,9100419817,温州仙降上西垟乐易购超市（任顺便利）,小型超级市场,Non-KA,194.78,"1,207.92",711.25,274.48,"3,987.41","2,289.98","1,610.25","2,393.44",703.68,492.20,483.26,"1,887.39",661.90,"3,698.99",,"20,596.93"
瑞安铭旺,9100419819,温州陶山凤迎便利店,食杂店,Non-KA,158.90,,,188.87,,,,,312.88,,117.28,,,,,777.93
瑞安铭旺,9100420655,温州仙降塘里壹号生鲜,小型超级市场,Non-KA,"3,312.20",701.62,"1,451.97","1,650.85",564.66,"4,070.84",,"2,273.49",144.24,"1,597.92","5,859.49","1,034.42","5,024.26",66.99,,"27,752.95"
瑞安铭旺,9100420669,温州曹村林子江,食杂店,Non-KA,,303.14,,,,,,,,,,,,,,303.14
瑞安铭旺,9100420806,温州阁巷苏家爱华超市,食杂店,Non-KA,158.90,,,,,,,,,,,,,,,158.90
瑞安铭旺,9100421048,温州马屿喜鹊批发超市,小型超级市场,Non-KA,893.67,"1,193.02","3,041.16","2,317.28","4,678.77","4,276.70",,"10,617.28","2,019.36","1,442.40","3,344.56","1,024.60",,999.29,,"35,848.09"
瑞安铭旺,9100423107,温州平阳坑市心街21号施瑞治,食杂店,Non-KA,,,,,,,,,,,158.90,,,694.72,,853.62
瑞安铭旺,9100424149,温州珊溪日日红超市,小型超级市场,Non-KA,851.28,-317.80,279.05,,,,"2,445.68","1,029.06",158.90,,,"1,457.32",721.20,,,"6,624.69"
瑞安铭旺,9100424333,温州文成家盛生活超市,小型超级市场,Non-KA,144.24,380.48,504.29,956.60,"1,415.44","-3,550.79",,,,,,,,,,-149.74
瑞安铭旺,9100424334,温州罗凤双桥王艳,食杂店,Non-KA,,,,230.34,,71.44,158.90,71.44,,71.44,158.90,65.49,,168.01,,995.96
瑞安铭旺,9100426130,温州飞云光明生活超市,小型超级市场,Non-KA,854.07,890.27,321.00,"2,337.11",284.18,338.92,"2,822.68","1,809.97","2,304.36","1,410.35",652.03,934.92,,"2,910.52",,"17,870.38"
瑞安铭旺,9100430658,温州云周玖顺批发超市,小型超级市场,Non-KA,,883.80,158.90,234.56,71.44,133.04,"1,470.60",,420.42,158.90,,,,10.68,,"3,542.34"
瑞安铭旺,9100431197,温州玉海街道诚信生鲜,食杂店,Non-KA,,,-346.74,,,,,,,,,,,,,-346.74
瑞安铭旺,9100432662,温州云周十八江世纪华联（望兴）,食杂店,Non-KA,,,,,,,,,,,735.86,,,,,735.86
瑞安铭旺,9100432663,温州潘岱百宝便利店,食杂店,Non-KA,215.68,,117.28,,144.24,71.44,,,,,158.90,107.86,,71.44,,886.84
瑞安铭旺,9100434752,温州莘塍佳楠超市,小型超级市场,Non-KA,317.80,,702.44,,,,,303.14,,,,144.24,,,,"1,467.62"
瑞安铭旺,9100436321,温州荆谷华联超市,小型超级市场,Non-KA,,144.24,,,,,,,71.44,,,,,,,215.68
瑞安铭旺,9100436883,温州珊溪李井乐享超市,小型超级市场,Non-KA,141.60,144.24,134.81,"1,153.64",288.48,,"2,601.88","1,062.16",938.24,"1,039.00",359.92,576.96,773.72,,,"9,214.65"
瑞安铭旺,9100436884,温州飞云街道汇丰烟酒行,食杂店,Non-KA,,,,160.74,234.56,,,158.90,,,,,,,,554.20
瑞安铭旺,9100436885,温州桥邻小微便利店,食杂店,Non-KA,,409.49,,,82.12,,,,,,,,,,,491.61
瑞安铭旺,9100437141,温州云周十八江家乐超市,小型超级市场,Non-KA,,144.24,393.46,,,,,,,,,,,,,537.70
瑞安铭旺,9100437776,温州莘塍富周路大兵批发,食杂店,Non-KA,,169.58,527.52,,635.60,,,,,117.28,288.48,158.90,,,,"1,897.36"
瑞安铭旺,9100437902,温州仙降下涂村家乐超市,小型超级市场,Non-KA,158.90,,158.90,158.90,,,158.90,,,,,,,,,635.60
瑞安铭旺,9100437903,温州瑞祥菜场傅爱玲,食杂店,Non-KA,,,,,,,,,,,,,,71.44,,71.44
瑞安铭旺,9100437904,温州瑞祥菜场陈金微喜庆店,食杂店,Non-KA,301.78,,,158.90,,,,,,,,158.90,,,,619.58
瑞安铭旺,9100437905,温州场桥信易生鲜超市,小型超级市场,Non-KA,158.90,574.22,"1,146.03",591.14,"1,790.05",716.86,"1,258.42",374.58,479.90,,"2,282.66","2,301.92",,"4,503.78",,"16,178.46"
瑞安铭旺,9100439345,温州上望孝顺烟酒店,食杂店,Non-KA,142.88,,,,,,,,,,,,,,,142.88
瑞安铭旺,9100439346,温州莘塍中村春友时分超市,小型超级市场,Non-KA,"2,659.63",573.98,"1,922.03","1,897.66","2,969.91","5,310.48","4,785.27","1,547.86",261.52,851.29,940.57,"2,851.00",701.54,420.70,180.66,"27,874.10"
瑞安铭旺,9100440827,温州塘下辰喜批发超市,食杂店,Non-KA,,,,,,,,,,158.90,,,,215.68,,374.58
瑞安铭旺,9100440829,温州安阳洪梅超市,小型超级市场,Non-KA,,,,,288.48,,158.90,,,,,,,,,447.38
瑞安铭旺,9100440831,温州春友时分安阳店,小型超级市场,Non-KA,"1,450.14",746.86,,,,,,,,,,,,,,"2,197.00"
瑞安铭旺,9100440832,温州汀田商业街春友时分2号店,小型超级市场,Non-KA,805.62,59.48,587.13,755.40,"1,422.40",227.89,,,,,370.60,,302.00,144.24,,"4,674.76"
瑞安铭旺,9100440833,温州场桥苏家爱华,食杂店,Non-KA,,635.60,,,,428.64,,,,,,,,,,"1,064.24"
瑞安铭旺,9100441308,温州上望薛后村家乐超市,小型超级市场,Non-KA,460.68,532.60,818.43,158.90,,"1,718.46",409.31,,,"1,250.80",144.24,,,,,"5,493.42"
瑞安铭旺,9100442814,温州云周坳头五洲超市（阿丹批发）,食杂店,Non-KA,,169.58,,158.90,,,,158.90,,,158.90,71.44,158.90,,,876.62
瑞安铭旺,9100442815,温州莘塍街道春友时分超市,小型超级市场,Non-KA,"1,380.67",319.25,"1,739.91",,"3,209.92","3,894.48",,"1,216.82","1,298.16","2,773.08","2,734.56","3,946.87",,"1,677.92",,"24,191.64"
瑞安铭旺,9100442816,温州碧山涂厂村欧联超市,食杂店,Non-KA,,,,,,,,117.28,,,,,82.12,71.44,,270.84
瑞安铭旺,9100444210,温州塘下迎客隆超市,小型超级市场,Non-KA,158.90,,304.65,,,,,,,,,,158.90,,,622.45
瑞安铭旺,9100444211,温州罗凤宏升超市,小型超级市场,Non-KA,635.60,316.68,134.81,590.48,429.08,,242.15,,440.42,117.28,226.36,144.24,158.90,144.24,,"3,580.24"
瑞安铭旺,9100444212,温州仙降林国（祝文）,食杂店,Non-KA,428.64,,635.60,,635.60,71.44,,142.88,,,,,,,,"1,914.16"
瑞安铭旺,9100444213,温州曹村王翠英便利店,食杂店,Non-KA,,,,,117.28,,,,,,,,,71.44,,188.72
瑞安铭旺,9100444214,温州瑞安外滩迦美超市,小型超级市场,Non-KA,,,17.53,,,,,,,,,,,,,17.53
瑞安铭旺,9100444584,温州莘塍上村春友时分超市,小型超级市场,Non-KA,288.48,,,,117.28,117.28,,799.24,"1,984.96",369.44,71.44,,,,,"3,748.12"
瑞安铭旺,9100444585,温州莘塍新物美超市,小型超级市场,Non-KA,,,732.06,158.90,,347.62,,,,,,,,,,"1,238.58"
瑞安铭旺,9100446679,温州塘下罗凤大东一家人（华颖食品）,食杂店,Non-KA,355.36,58.64,144.24,71.44,71.44,,,,,,158.90,158.90,,,,"1,018.92"
瑞安铭旺,9100446680,温州沙渎快捷超市,食杂店,Non-KA,59.48,46.34,,71.44,144.24,,158.90,,,,,144.24,,,,624.64
瑞安铭旺,9100446681,温州罗凤贵州便利店,食杂店,Non-KA,71.44,,,,,,,,,,,,,,,71.44
瑞安铭旺,9100449401,温州东山下埠发达超市,小型超级市场,Non-KA,"1,885.37",,732.06,,,"3,782.98",648.40,492.72,703.68,,"2,746.04",356.36,"1,294.07",883.32,,"13,525.00"
瑞安铭旺,9100449539,温州罗凤双桥超市,小型超级市场,Non-KA,"3,127.65",317.80,651.18,,,,,,,,635.60,751.70,635.60,690.16,,"6,809.69"
瑞安铭旺,9100449825,温州塘下三都微微便利店,食杂店,Non-KA,230.34,,,,,71.44,,,,,,,,,,301.78
瑞安铭旺,9100449981,温州文成县建新路好日子,食杂店,Non-KA,416.93,,,,,,,,,,,,,,,416.93
瑞安铭旺,9100449982,温州莘塍垟底欧联超市,食杂店,Non-KA,158.90,,,117.28,,,,,,,,,,,,276.18
瑞安铭旺,9100449983,温州碧山西坞文化礼堂（克荣）,食杂店,Non-KA,103.13,158.90,,,,,,158.90,,,,,,,,420.93
瑞安铭旺,9100450064,温州马屿杨巷村珍崇便利店,食杂店,Non-KA,870.16,,,,,,,,,,117.28,,,,,987.44
瑞安铭旺,9100450065,温州周村老街好喜购超市,小型超级市场,Non-KA,230.34,"1,124.15",276.18,"4,515.11","1,411.44",974.95,"4,041.94","2,578.68",781.20,"4,397.63","2,417.56","1,313.08","2,326.29",66.99,,"26,455.54"
瑞安铭旺,9100450253,温州塘下巨祥超市,小型超级市场,Non-KA,"4,098.75",,,,,,,,,,,,"2,117.04",13.86,,"6,229.65"
瑞安铭旺,9100450254,温州仙降明洋超市,食杂店,Non-KA,564.66,705.10,144.24,,,,,,,,,,,,,"1,414.00"
瑞安铭旺,9100450960,温州珊溪沿溪西路嗨嗨超市,食杂店,Non-KA,284.70,,635.60,,,,224.44,,,,,,,144.24,,"1,288.98"
瑞安铭旺,9100451637,温州肇平阳时代华联超市,食杂店,Non-KA,230.34,169.58,,158.90,117.28,"2,035.47",,158.90,,,71.44,,,,,"2,941.91"
瑞安铭旺,9100451638,温州马屿高岙村金御超市,食杂店,Non-KA,158.90,,,29.77,,,,,,,,158.90,,,,347.57
瑞安铭旺,9100453241,温州曹村曹福便利店,食杂店,Non-KA,117.28,,,,,,,,,,158.90,,,,,276.18
瑞安铭旺,9100453242,温州农贸市场1195号,批发商,WS,"6,356.00",,"3,166.80",,,,,"6,356.00",,"7,976.96",,,,,,"23,855.76"
瑞安铭旺,9100454076,温州上望小蔡便利店,食杂店,Non-KA,,71.44,,158.90,,,,,,,,,,,,230.34
瑞安铭旺,9100454852,温州仙降新河街15号阿勇批发,食杂店,Non-KA,,870.16,,,,,,,,,,,,,,870.16
瑞安铭旺,9100454853,温州龙湖朱永学,食杂店,Non-KA,,71.44,,,,,230.34,,,,,,,,,301.78
瑞安铭旺,9100454854,温州莘塍乐易购超市,小型超级市场,Non-KA,,"5,073.32","1,627.20",234.56,"1,355.91","4,070.84",576.96,"1,556.96","1,789.52",,144.24,"4,162.59",,,,"20,592.10"
瑞安铭旺,9100454855,温州莘阳大道华瑞便利店,小型超级市场,Non-KA,,506.86,,144.24,,164.97,,,,,,72.12,,158.90,,"1,047.09"
瑞安铭旺,9100456735,温州飞云其松便利店,食杂店,Non-KA,,162.18,,238.98,,,"2,697.76",,,,,,,504.16,,"3,603.08"
瑞安铭旺,9100457981,温州飞云中洲村193号,食杂店,Non-KA,,230.34,,,,,,,,158.90,,71.44,,,,460.68
瑞安铭旺,9100458252,温州飞云街道丰洁日用品,食杂店,Non-KA,,460.68,276.11,,,,153.80,231.02,,241.02,,71.44,,,,"1,434.07"
瑞安铭旺,9100458253,温州焦石诚信饮酒放心粮油店,食杂店,Non-KA,,158.90,,158.90,,,,,,,317.80,,,71.44,,707.04
瑞安铭旺,9100458254,温州莘塍东新工业区福欣超市,小型超级市场,Non-KA,,432.99,158.90,"1,092.12",,164.97,158.90,,,230.34,158.90,71.44,188.72,71.44,,"2,728.72"
瑞安铭旺,9100458725,温州马道秀青(旭春)便利店,食杂店,Non-KA,,158.90,,,,,,,,,,,,,,158.90
瑞安铭旺,9100458726,温州马道东风村宗宋便利店,食杂店,Non-KA,,158.90,,,,,,,,,,,,,,158.90
瑞安铭旺,9100460323,温州安阳桐妈超市,小型超级市场,Non-KA,,904.93,,117.28,,,158.90,317.80,71.44,,158.90,,,265.96,,"1,995.21"
瑞安铭旺,9100460324,温州汀田商业街平价超市,食杂店,Non-KA,,230.34,,58.64,,,,,,,,,,492.72,,781.70
瑞安铭旺,9100462291,温州塘下南山新村玉钗,食杂店,Non-KA,,,71.44,188.72,,317.80,,,,,71.44,,,,,649.40
瑞安铭旺,9100463722,温州官山垟迦南购物中心,食杂店,Non-KA,,,385.26,117.28,,,,,,,,,,,,502.54
瑞安铭旺,9100465635,温州韩田俊家日用品店,食杂店,Non-KA,,,230.34,117.28,,163.58,144.24,,,,,,,,,655.44
瑞安铭旺,9100465666,温州飞云江南小镇工地,其他,Others,,,388.79,,,,,,,,,,,,,388.79
瑞安铭旺,9100465667,温州上望滨海轻瑞副食品批发,食杂店,Non-KA,,,409.96,,,,,,,,,,,,,409.96
瑞安铭旺,9100467862,温州仙降东川明月超市,食杂店,Non-KA,,,158.90,58.64,288.48,,158.90,,,82.12,158.90,71.44,,,,977.38
瑞安铭旺,9100467863,温州宋家埭永宁大道世纪华联,小型超级市场,Non-KA,,,"5,248.06",,,"2,064.12","1,166.05",717.72,117.28,"2,440.28","1,774.92",926.28,,318.04,,"14,772.75"
瑞安铭旺,9100467864,温州湖岭集鹤路23号金希潘,食杂店,Non-KA,,,317.80,58.64,,,,,,,,,,,,376.44
瑞安铭旺,9100470414,温州龙湖粮油批发部,食杂店,Non-KA,,,732.06,,,,,,,,,,,,,732.06
瑞安铭旺,9100470415,温州高楼七中银城超市,食杂店,Non-KA,,,732.06,,,,,,,,,,,,,732.06
瑞安铭旺,9100470416,温州东山渔都路老黄五金店,食杂店,Non-KA,,,732.06,,71.44,,,,,,17.86,,,,,821.36
瑞安铭旺,9100470417,温州大典下学银便利店,食杂店,Non-KA,,,732.06,,,,,,,,,,,,,732.06
瑞安铭旺,9100470863,温州文成南田陈叶副食品店,食杂店,Non-KA,,,,974.56,,,,,,,,,,,,974.56
瑞安铭旺,9100470864,温州塘下肇平垟瑞悦超市,小型超级市场,Non-KA,,,,"17,600.83","3,051.38","2,425.12","3,338.82","3,191.54","3,191.24","3,052.65","4,390.38","1,981.23","1,212.56",621.21,,"44,056.96"
瑞安铭旺,9100470865,温州马屿顺泰银高批发部,食杂店,Non-KA,,,,260.16,,,,,,,,,,71.44,,331.60
瑞安铭旺,9100470866,温州梅屿马上村金隆自选超市,食杂店,Non-KA,,,,117.28,,71.44,,144.24,59.48,,158.90,,,71.44,,622.78
瑞安铭旺,9100470867,温州场桥江心批发超市,食杂店,Non-KA,,,,217.54,,,,,,,,,,71.44,,288.98
瑞安铭旺,9100473239,温州沙渎世纪多佳超市,小型超级市场,Non-KA,,,,"20,325.75","2,301.10","-3,828.44","8,585.80","1,970.37","2,025.06","1,904.06","7,891.28","1,295.56","5,994.62","3,286.20",,"51,751.36"
瑞安铭旺,9100473971,温州宋家埭联顺超市,食杂店,Non-KA,,,,272.96,,,,,,,,,,,,272.96
瑞安铭旺,9100473972,温州东山中埠万客佳便利店,食杂店,Non-KA,,,,318.80,,161.93,,,,158.90,,,,,,639.63
瑞安铭旺,9100474147,温州飞云伟州便利店,食杂店,Non-KA,,,,130.08,,,,,,,,,,,,130.08
瑞安铭旺,9100475478,温州云周十八江家家福超市,食杂店,Non-KA,,,,230.34,,,,311.30,,158.90,71.44,,,389.24,,"1,161.22"
瑞安铭旺,9100475479,温州安阳生活超市,食杂店,Non-KA,,,,242.65,158.90,,293.17,,,158.90,,,,,,853.62
瑞安铭旺,9100475480,温州莘塍佳和超市（联大）,小型超级市场,Non-KA,,,,"4,671.49",853.14,792.64,"2,342.45","1,556.96","1,212.56","2,090.63","2,013.84","4,417.12",,,,"19,950.83"
瑞安铭旺,9100475481,温州莘塍工人路欧联超市,小型超级市场,Non-KA,,,,"5,590.08",670.50,"2,111.82","1,236.04",924.08,703.68,"1,054.22","1,391.84","1,923.48",609.14,"1,087.69",,"17,302.57"
瑞安铭旺,9100475482,陶山 菜当家生鲜超市,小型超级市场,Non-KA,,,,"2,307.84",158.90,"1,153.92",210.35,,,,,,,,,"3,831.01"
瑞安铭旺,9100476289,温州罗凤凤渎生活超市,食杂店,Non-KA,,,,"2,268.10",,"2,929.56","2,708.89","1,128.32",,703.68,,,,,,"9,738.55"
瑞安铭旺,9100476290,温州飞云春友时分超市海景一号店,小型超级市场,Non-KA,,,,"6,778.25",466.40,"4,948.92",210.35,"2,096.04",271.08,"2,553.95",144.24,761.72,936.58,"1,844.78",883.20,"21,895.51"
瑞安铭旺,9100479840,温州罗凤中路597号,食杂店,Non-KA,,,,,158.90,,,,,,,,,,,158.90
瑞安铭旺,9100479841,温州飞云吴桥路71号,食杂店,Non-KA,,,,,317.80,,,,,,,,,,,317.80
瑞安铭旺,9100479842,温州飞云东垟批发,食杂店,Non-KA,,,,,117.28,,,,,276.18,,,,,,393.46
瑞安铭旺,9100479843,温州福泉东路睿智便利店,食杂店,Non-KA,,,,,230.34,,,,,,,,,,,230.34
瑞安铭旺,9100479844,温州瑞祥瑞星超市,小型超级市场,Non-KA,,,,,661.56,,,230.34,,,75.85,,152.40,,,"1,120.15"
瑞安铭旺,9100479845,温州莘塍联大超市周田店,小型超级市场,Non-KA,,,,,560.45,"1,863.67","1,754.28",449.85,753.00,"4,022.16","1,210.08","4,162.59",966.52,"2,160.40",,"17,903.00"
瑞安铭旺,9100480700,温州塘下官进村天猫小店,食杂店,Non-KA,,,,,82.12,239.72,,,,,77.39,,,59.48,,458.71
瑞安铭旺,9100481600,温州飞云陈家垟世纪华联,小型超级市场,Non-KA,,,,,327.63,,144.24,,,,158.90,35.72,,,,666.49
瑞安铭旺,9100481601,温州阳光小区叶丹超市,小型超级市场,Non-KA,,,,,792.22,,450.24,428.73,293.39,,,144.24,,82.12,,"2,190.94"
瑞安铭旺,9100481602,温州阁巷万家优选生鲜超市,小型超级市场,Non-KA,,,,,576.96,,158.90,117.28,638.59,,158.90,225.24,36.42,71.44,,"1,983.73"
瑞安铭旺,9100484589,温州罗凤新腾飞超市,食杂店,Non-KA,,,,,,117.28,230.34,,,,158.90,,,,,506.52
瑞安铭旺,9100484590,温州春友时分东山东升店,食杂店,Non-KA,,,,,,680.08,,358.47,503.18,,,238.35,,,,"1,780.08"
瑞安铭旺,9100484591,温州海安昊泽副食品批发,食杂店,Non-KA,,,,,,879.94,,241.02,,144.24,,,,215.68,,"1,480.88"
瑞安铭旺,9100484592,温州阁巷友腾超市,小型超级市场,Non-KA,,,,,,"3,375.82",422.91,211.52,"3,341.17","2,773.79","1,779.17","1,789.81","3,462.28","3,620.51",,"20,776.98"
瑞安铭旺,9100484593,温州阁巷戈尔德餐厅超市,食杂店,Non-KA,,,,,,303.14,,,,,,,,,,303.14
瑞安铭旺,9100487456,温州仙降买来乐便利店,食杂店,Non-KA,,,,,,299.14,,,,,,230.49,36.42,,,566.05
瑞安铭旺,9100487457,温州宋家埭华盛超市,小型超级市场,Non-KA,,,,,,"2,974.39",,,,,,,,,,"2,974.39"
瑞安铭旺,9100487458,温州飞云昌标便利店,食杂店,Non-KA,,,,,,230.34,,,,,,,,,,230.34
瑞安铭旺,9100488221,温州马屿林菲便利店,食杂店,Non-KA,,,,,,142.88,,,,,,,,,,142.88
瑞安铭旺,9100488222,温州安阳天猫小店中央公园店,小型超级市场,Non-KA,,,,,,983.78,,,82.12,,,215.68,394.39,,,"1,675.97"
瑞安铭旺,9100488541,温州马屿大厦便利店,食杂店,Non-KA,,,,,,303.14,,,,,,,,,,303.14
瑞安铭旺,9100489365,温州沙渎沙岙家福超市,食杂店,Non-KA,,,,,,144.24,435.08,71.44,,71.44,,,,,,722.20
瑞安铭旺,9100489800,温州汀田万发超市,食杂店,Non-KA,,,,,,,676.60,71.44,241.02,,,301.78,420.42,765.18,,"2,476.44"
瑞安铭旺,9100489801,温州林垟大乐购超市,小型超级市场,Non-KA,,,,,,,"3,002.60",,,,,615.20,"1,064.24","1,472.72",,"6,154.76"
瑞安铭旺,9100493309,温州罗凤中北村世纪华联超市,食杂店,Non-KA,,,,,,,158.90,,,,,,,,,158.90
瑞安铭旺,9100493310,温州仙降金光村易捷超市,食杂店,Non-KA,,,,,,,158.90,,,230.34,,,,144.24,,533.48
瑞安铭旺,9100494557,温州马屿坤福生活超市,食杂店,Non-KA,,,,,,,158.90,,,158.90,71.44,,,,,389.24
瑞安铭旺,9100494558,温州春友超市吾悦店,小型超级市场,Non-KA,,,,,,,759.67,,,591.62,,220.09,31.69,144.24,,"1,747.31"
瑞安铭旺,9100496203,温州东山下埠依琴便利店,食杂店,Non-KA,,,,,,,158.90,,,,,,,288.48,,447.38
瑞安铭旺,9100499873,温州塘下峰运超市,小型超级市场,Non-KA,,,,,,,,"3,191.11",,,,144.24,"3,058.80","4,377.50",,"10,771.65"
瑞安铭旺,9100499874,温州宋家埭浙南生活超市,小型超级市场,Non-KA,,,,,,,,"3,209.92",,,,,"1,141.14","2,272.76",,"6,623.82"
瑞安铭旺,9100499875,温州郑楼万全家乐生活超市,食杂店,Non-KA,,,,,,,,317.80,,,,,,,,317.80
瑞安铭旺,9100502717,温州汀田沃购超市,小型超级市场,Non-KA,,,,,,,,"4,208.24",,723.56,226.36,58.64,"1,785.44",861.36,,"7,863.60"
瑞安铭旺,9100502946,温州莘塍润雨福超市,小型超级市场,Non-KA,,,,,,,,"5,358.01",,288.48,893.70,158.90,"3,638.67","8,323.77",,"18,661.53"
瑞安铭旺,9100504900,温州文成建设路金瓯超市,小型超级市场,Non-KA,,,,,,,,"5,238.97","1,118.07",524.27,71.44,764.18,469.49,"5,350.68",,"13,537.10"
瑞安铭旺,9100504901,温州马屿邮政局五洲超市,小型超级市场,Non-KA,,,,,,,,"4,844.79",,,,,594.48,"2,181.11",,"7,620.38"
